"id","labels","properties"
"c3e3f1dc-7cc2-51a8-ac3e-b052aa45e3b8","Chunk","{""chunk_order_number"": 509, ""text"": ""\u201cI wouldn\u2019 think nuff\u2019n; I\u2019d take en bust him over de head\u2014dat is, if he warn\u2019t white. I wouldn\u2019t \u2019low no nigger to call me dat.\u201d"", ""name"": ""Chunk 509"", ""description"": ""Text passage from CHAPTER XIV."", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cI wouldn\u2019 think nuff\u2019n; I\u2019d take en bust him over de head\u2014dat is, if\\nhe warn\u2019t white. I wouldn\u2019t \u2019low no nigger to call me dat.\u201d"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-10-27T10:00:00Z""}"
"e9a0a35d-ef48-548f-836e-b3d7f4831926","Actor","{""name"": ""Nigger"", ""description"": ""Character in the text."", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cI wouldn\u2019 think nuff\u2019n; I\u2019d take en bust him over de head\u2014dat is, if\\nhe warn\u2019t white. I wouldn\u2019t \u2019low no nigger to call me dat.\u201d"", ""chunk_order_number"": 509, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-10-27T10:00:00Z""}"
"41d16f0b-6f69-5aa6-9aaf-069e601dc0bf","Intangible","{""name"": ""Racism"", ""description"": ""Theme or concept related to the text."", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cI wouldn\u2019 think nuff\u2019n; I\u2019d take en bust him over de head\u2014dat is, if\\nhe warn\u2019t white. I wouldn\u2019t \u2019low no nigger to call me dat.\u201d"", ""chunk_order_number"": 509, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-10-27T10:00:00Z""}"
"40c83713-1445-5470-a668-6168dc6e3b4f","Chunk","{""chunk_order_number"": 510, ""text"": ""\\\""Shucks, it ain\u2019t calling you anything. It\u2019s only saying, do you know how to talk French?\\\"""", ""name"": ""Chunk 510"", ""description"": ""Text passage from Chapter XIV."", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cShucks, it ain\u2019t calling you anything. It\u2019s only saying, do you know\\nhow to talk French?\u201d"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-10-27T10:51:30Z""}"
"09cbfed3-3639-5c4f-8a99-56fb9a0d4918","Intangible","{""name"": ""French Language"", ""description"": ""A language"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cShucks, it ain\u2019t calling you anything. It\u2019s only saying, do you know\\nhow to talk French?\u201d"", ""chunk_order_number"": 510, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-10-27T10:51:30Z""}"
"097e9a50-959f-5fa3-92f5-87a9a75f8e48","Chunk","{""chunk_order_number"": 511, ""text"": ""\\\""Well, den, why couldn\u2019t he _say_ it?\\\"""", ""name"": ""Chunk 511"", ""description"": ""Text passage"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cWell, den, why couldn\u2019t he _say_ it?\u201d"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:23Z""}"
"78b3af17-b188-5406-9a67-1bdc18414b25","Chunk","{""chunk_order_number"": 512, ""name"": ""Chunk 512"", ""description"": ""Text segment: \u201cWhy, he _is_ a-saying it. That\u2019s a Frenchman\u2019s _way_ of saying it.\u201d"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cWhy, he _is_ a-saying it. That\u2019s a Frenchman\u2019s _way_ of saying it.\u201d"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:23Z""}"
"b23edb2c-591d-581f-aee3-fae15962d6aa","Chunk","{""chunk_order_number"": 513, ""text"": ""\u201cWell, it\u2019s a blame ridicklous way, en I doan\u2019 want to hear no mo\u2019 \u2019bout it. Dey ain\u2019 no sense in it.\u201d"", ""name"": ""Chunk 513"", ""description"": ""Text segment from CHAPTER XIV."", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cWell, it\u2019s a blame ridicklous way, en I doan\u2019 want to hear no mo\u2019\\n\u2019bout it. Dey ain\u2019 no sense in it.\u201d"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:23Z""}"
"fcdc2219-cf0b-580c-b120-eef5570b7cdf","Chunk","{""chunk_order_number"": 514, ""text"": ""\u201cLooky here, Jim; does a cat talk like we do?\u201d"", ""name"": ""Chunk 514"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cLooky here, Jim; does a cat talk like we do?\u201d"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-11-04T09:30:00Z""}"
"4bb32269-6c0a-5c6b-be77-6f2109538f3c","Actor","{""name"": ""cat"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cLooky here, Jim; does a cat talk like we do?\u201d"", ""chunk_order_number"": 514, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-11-04T09:30:00Z""}"
"fb1b8bf7-ab70-53d1-bd1a-3150640a5860","Chunk","{""order_number"": 515, ""content"": ""\u201cNo, a cat don\u2019t.\u201d"", ""name"": ""Chunk 515"", ""description"": ""Text passage from Chapter XIV"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cNo, a cat don\u2019t.\u201d"", ""chunk_order_number"": 515, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-11-02T14:18:00Z""}"
"9a0c6223-eaa4-521c-a693-af7040453070","Chunk","{""order_number"": 516, ""text"": ""\\\""Well, does a cow?\\\"""", ""name"": ""Chunk 516"", ""description"": ""Text passage from CHAPTER XIV."", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cWell, does a cow?\u201d"", ""chunk_order_number"": 516, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:23Z""}"
"d021fe20-51a1-58c9-9bee-4080d15622ec","Chunk","{""chunk_order_number"": 517, ""content"": ""\u201cNo, a cow don\u2019t, nuther.\u201d"", ""name"": ""Chunk 517"", ""description"": ""Text passage from CHAPTER XIV."", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cNo, a cow don\u2019t, nuther.\u201d"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:23Z""}"
"a39347a7-0150-5ead-8ec7-d8593185cd51","Chunk","{""chunk_order_number"": 518, ""name"": ""Chunk 518"", ""description"": ""Text segment from CHAPTER XIV."", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cDoes a cat talk like a cow, or a cow talk like a cat?\u201d"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:23Z""}"
"4c14f114-e1ec-516a-805f-398a21bef4f8","Actor","{""name"": ""Cat"", ""description"": ""Animal"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cDoes a cat talk like a cow, or a cow talk like a cat?\u201d"", ""chunk_order_number"": 518, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:23Z""}"
"513a6d0d-6c9f-539e-a084-5cb671abb575","Chunk","{""content"": ""\u201cNo, dey don\u2019t.\u201d"", ""order_number"": 519, ""name"": ""Chunk 519"", ""description"": ""Text chunk within a chapter"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cNo, dey don\u2019t.\u201d"", ""chunk_order_number"": 519, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:23Z""}"
"c60784eb-4a6f-5184-bf30-f461db6760c7","Chunk","{""chunk_order_number"": 520, ""name"": ""Chunk 520"", ""description"": ""Text chunk from CHAPTER XIV."", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cIt\u2019s natural and right for \u2019em to talk different from each other,\\nain\u2019t it?\u201d"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:23Z""}"
"732a8fc9-fa69-52c4-9e6d-a1e50330f9b6","Chunk","{""order_number"": 522, ""text"": ""\u201cAnd ain\u2019t it natural and right for a cat and a cow to talk different\\nfrom _us?_\u201d"", ""name"": ""Chunk 522"", ""description"": ""Text segment"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cAnd ain\u2019t it natural and right for a cat and a cow to talk different\\nfrom _us?_\u201d"", ""chunk_order_number"": 522, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:24Z""}"
"61048baa-e9e3-51ca-a305-f718528aa9a4","Actor","{""name"": ""cow"", ""description"": ""Animal in the text"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cAnd ain\u2019t it natural and right for a cat and a cow to talk different\\nfrom _us?_\u201d"", ""chunk_order_number"": 522, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:24Z""}"
"9f19319d-8a4a-5056-a3f0-2b38058ba8e4","Actor","{""name"": ""us"", ""description"": ""Characters in the text"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cAnd ain\u2019t it natural and right for a cat and a cow to talk different\\nfrom _us?_\u201d"", ""chunk_order_number"": 522, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:24Z""}"
"cce96eb3-a723-5ff8-a31c-3393abdec2ac","Chunk","{""chunk_order_number"": 524, ""text"": ""\\\""Well, then, why ain\u2019t it natural and right for a _Frenchman_ to talk\\ndifferent from us? You answer me that.\\\"""", ""name"": ""Chunk 524"", ""description"": ""Text passage from Chapter XIV."", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cWell, then, why ain\u2019t it natural and right for a _Frenchman_ to talk\\ndifferent from us? You answer me that.\u201d"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:24Z""}"
"c8910c65-6189-508b-b569-f6282945a054","Actor","{""name"": ""Frenchman"", ""description"": ""A person from France"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cWell, then, why ain\u2019t it natural and right for a _Frenchman_ to talk\\ndifferent from us? You answer me that.\u201d"", ""chunk_order_number"": 524, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:24Z""}"
"8c2c3fee-4670-5dde-b6fa-b3416668b970","Chunk","{""order_number"": 525, ""name"": ""Chunk 525"", ""description"": ""Text chunk from chapter XIV"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cIs a cat a man, Huck?\u201d"", ""chunk_order_number"": 525, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-10-27T10:00:00Z""}"
"b20000b9-6e2c-5268-aea4-bfc91d5cdf83","Actor","{""name"": ""unspecified character"", ""description"": ""Character in ADVENTURES OF HUCKLEBERRY FINN"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cIs a cat a man, Huck?\u201d"", ""chunk_order_number"": 525, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-10-27T10:00:00Z""}"
"1358f470-4c5e-552f-8ebf-a86d007708fd","Intangible","{""name"": ""Identity"", ""description"": ""A concept of identity"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cIs a cat a man, Huck?\u201d"", ""chunk_order_number"": 525, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-10-27T10:00:00Z""}"
"209c54cb-03c5-5f3d-aea0-116c38e54be8","Object","{""name"": ""cat"", ""description"": ""A cat"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cIs a cat a man, Huck?\u201d"", ""chunk_order_number"": 525, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-10-27T10:00:00Z""}"
"8ad35057-a6fe-5c3e-948e-0fc60c52c65b","Chunk","{""content"": ""\u201cNo.\u201d"", ""chunk_order_number"": 526, ""name"": ""Chunk 526"", ""description"": ""Text chunk"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cNo.\u201d"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-10-27T16:37:24Z""}"
"f2682024-9ded-5866-9605-d98eab802a99","Chunk","{""name"": ""Chunk_527"", ""description"": ""Text passage from CHAPTER XIV."", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cWell, den, dey ain\u2019t no sense in a cat talkin\u2019 like a man. Is a cow a\\nman?\u2014er is a cow a cat?\u201d"", ""chunk_order_number"": 527, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0}"
"17ae36ea-e0a8-5d44-bdf2-7a03837a0241","Chunk","{""order_number"": 528, ""name"": ""Chunk 528"", ""description"": ""Text segment"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cNo, she ain\u2019t either of them.\u201d"", ""chunk_order_number"": 528, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:24Z""}"
"6fee993a-479e-5ac0-9946-102273a8e1d4","Chunk","{""chunk_order_number"": 529, ""text"": ""\u201cWell, den, she ain\u2019t got no business to talk like either one er the\\nyuther of \u2019em. Is a Frenchman a man?\u201d"", ""name"": ""Chunk_529"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cWell, den, she ain\u2019t got no business to talk like either one er the\\nyuther of \u2019em. Is a Frenchman a man?\u201d"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-10-27T12:34:56Z""}"
"c99ca3dd-f9e7-51b9-8824-96c657d874e0","Chunk","{""text"": ""\u201cYes.\u201d"", ""chunk_order_number"": 530, ""name"": ""Chunk 530"", ""description"": ""Text passage within the chapter"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201cYes.\u201d"", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:25Z""}"
"81fc7dad-4e1f-5641-b441-d9b59a54f05f","Chunk","{""order_number"": 531, ""text"": ""\u201c_Well_, den! Dad blame it, why doan\u2019 he _talk_ like a man? You answer\\nme _dat!_\u201d"", ""name"": ""Chunk_531"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201c_Well_, den! Dad blame it, why doan\u2019 he _talk_ like a man? You answer\\nme _dat!_\u201d"", ""chunk_order_number"": 531, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:25Z""}"
"ab25f9d6-edb1-5ceb-8809-4a747d5447a1","Actor","{""name"": ""Character_1"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""\u201c_Well_, den! Dad blame it, why doan\u2019 he _talk_ like a man? You answer\\nme _dat!_\u201d"", ""chunk_order_number"": 531, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:25Z""}"
"bd610ae8-3c1c-52b5-8ded-207bfe21279a","Chunk","{""chunk_order_number"": 532, ""name"": ""Chunk 532"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""I see it warn\u2019t no use wasting words\u2014you can\u2019t learn a nigger to argue.\\nSo I quit."", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:25Z""}"
"5b726a3f-f9ac-5cb9-8bf5-d3c79acfca4f","Intangible","{""name"": ""argument"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""I see it warn\u2019t no use wasting words\u2014you can\u2019t learn a nigger to argue.\\nSo I quit."", ""chunk_order_number"": 532, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:25Z""}"
"2e63782d-f61f-542f-9202-ca502419aaf1","Intangible","{""name"": ""waste of words"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""I see it warn\u2019t no use wasting words\u2014you can\u2019t learn a nigger to argue.\\nSo I quit."", ""chunk_order_number"": 532, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:25Z""}"
"0109c043-49a8-5a44-ba17-51490441abce","Chunk","{""chunk_order_number"": 532, ""name"": ""chunk_start"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""I see it warn\u2019t no use wasting words\u2014you can\u2019t learn a nigger to argue.\\nSo I quit."", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:25Z""}"
"c38866e7-6048-5b25-a7fc-ebee98a4b07f","Chunk","{""chunk_order_number"": 532, ""name"": ""chunk_end"", ""chapter"": ""CHAPTER XIV."", ""chunk"": ""I see it warn\u2019t no use wasting words\u2014you can\u2019t learn a nigger to argue.\\nSo I quit."", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:25Z""}"
"cbbdd768-6287-5297-9920-105c5412381d","Chunk","{""chunk_order_number"": 533, ""name"": ""Chunk 533"", ""description"": ""Text segment from CHAPTER XV."", ""chapter"": ""CHAPTER XV."", ""chunk"": ""We judged that three nights more would fetch us to Cairo, at the bottom\\nof Illinois, where the Ohio River comes in, and that was what we was\\nafter. We would sell the raft and get on a steamboat and go way up the\\nOhio amongst the free States, and then be out of trouble."", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-11-20T18:00:00Z""}"
"44af306f-fdec-5902-9b28-65bf7a63009f","Location","{""name"": ""Cairo"", ""description"": ""City at the bottom of Illinois"", ""chapter"": ""CHAPTER XV."", ""chunk"": ""We judged that three nights more would fetch us to Cairo, at the bottom\\nof Illinois, where the Ohio River comes in, and that was what we was\\nafter. We would sell the raft and get on a steamboat and go way up the\\nOhio amongst the free States, and then be out of trouble."", ""chunk_order_number"": 533, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-11-20T18:00:00Z""}"
"3ce28d0f-42a6-5a1e-ab1a-5423ccb9e998","Location","{""name"": ""Ohio River"", ""description"": ""River"", ""chapter"": ""CHAPTER XV."", ""chunk"": ""We judged that three nights more would fetch us to Cairo, at the bottom\\nof Illinois, where the Ohio River comes in, and that was what we was\\nafter. We would sell the raft and get on a steamboat and go way up the\\nOhio amongst the free States, and then be out of trouble."", ""chunk_order_number"": 533, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-11-20T18:00:00Z""}"
"e51d0af8-8851-5c54-868b-dc2f299e4369","Location","{""name"": ""free States"", ""description"": ""States free of slavery"", ""chapter"": ""CHAPTER XV."", ""chunk"": ""We judged that three nights more would fetch us to Cairo, at the bottom\\nof Illinois, where the Ohio River comes in, and that was what we was\\nafter. We would sell the raft and get on a steamboat and go way up the\\nOhio amongst the free States, and then be out of trouble."", ""chunk_order_number"": 533, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-11-20T18:00:00Z""}"
"abdddad6-4d70-5881-839c-0fb7fff4dc6f","Chunk","{""chunk_order_number"": 534, ""name"": ""Chunk 534"", ""description"": ""Text segment from Chapter XV"", ""chapter"": ""CHAPTER XV."", ""chunk"": ""Well, the second night a fog begun to come on, and we made for a\\ntow-head to tie to, for it wouldn\u2019t do to try to run in a fog; but when\\nI paddled ahead in the canoe, with the line to make fast, there warn\u2019t\\nanything but little saplings to tie to. I passed the line around one of\\nthem right on the edge of the cut bank, but there was a stiff current,\\nand the raft come booming down so lively she tore it out by the roots\\nand away she went. I see the fog closing down, and it made me so sick\\nand scared I couldn\u2019t budge for most a half a minute it seemed to\\nme\u2014and then there warn\u2019t no raft in sight; you couldn\u2019t see twenty\\nyards. I jumped into the canoe and run back to the stern, and grabbed\\nthe paddle and set her back a stroke. But she didn\u2019t come. I was in\\nsuch a hurry I hadn\u2019t untied her. I got up and tried to untie her, but\\nI was so excited my hands shook so I couldn\u2019t hardly do anything with\\nthem."", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:25Z""}"
"b8951891-1432-5844-b7b2-ef6dca97a3ce","Location","{""name"": ""cut bank"", ""description"": ""A steep bank formed by erosion."", ""chapter"": ""CHAPTER XV."", ""chunk"": ""Well, the second night a fog begun to come on, and we made for a\\ntow-head to tie to, for it wouldn\u2019t do to try to run in a fog; but when\\nI paddled ahead in the canoe, with the line to make fast, there warn\u2019t\\nanything but little saplings to tie to. I passed the line around one of\\nthem right on the edge of the cut bank, but there was a stiff current,\\nand the raft come booming down so lively she tore it out by the roots\\nand away she went. I see the fog closing down, and it made me so sick\\nand scared I couldn\u2019t budge for most a half a minute it seemed to\\nme\u2014and then there warn\u2019t no raft in sight; you couldn\u2019t see twenty\\nyards. I jumped into the canoe and run back to the stern, and grabbed\\nthe paddle and set her back a stroke. But she didn\u2019t come. I was in\\nsuch a hurry I hadn\u2019t untied her. I got up and tried to untie her, but\\nI was so excited my hands shook so I couldn\u2019t hardly do anything with\\nthem."", ""chunk_order_number"": 534, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:25Z""}"
"4f195c1f-10ae-52d1-b46e-2536ee87dabe","Event","{""name"": ""Fog started to come on"", ""description"": ""Event describing the onset of fog"", ""chapter"": ""CHAPTER XV."", ""chunk"": ""Well, the second night a fog begun to come on, and we made for a\\ntow-head to tie to, for it wouldn\u2019t do to try to run in a fog; but when\\nI paddled ahead in the canoe, with the line to make fast, there warn\u2019t\\nanything but little saplings to tie to. I passed the line around one of\\nthem right on the edge of the cut bank, but there was a stiff current,\\nand the raft come booming down so lively she tore it out by the roots\\nand away she went. I see the fog closing down, and it made me so sick\\nand scared I couldn\u2019t budge for most a half a minute it seemed to\\nme\u2014and then there warn\u2019t no raft in sight; you couldn\u2019t see twenty\\nyards. I jumped into the canoe and run back to the stern, and grabbed\\nthe paddle and set her back a stroke. But she didn\u2019t come. I was in\\nsuch a hurry I hadn\u2019t untied her. I got up and tried to untie her, but\\nI was so excited my hands shook so I couldn\u2019t hardly do anything with\\nthem."", ""chunk_order_number"": 534, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:25Z""}"
"5f4443a2-fb68-5353-bbe8-992f29e1afe6","Event","{""name"": ""Raft torn away"", ""description"": ""The raft was detached and went away"", ""chapter"": ""CHAPTER XV."", ""chunk"": ""Well, the second night a fog begun to come on, and we made for a\\ntow-head to tie to, for it wouldn\u2019t do to try to run in a fog; but when\\nI paddled ahead in the canoe, with the line to make fast, there warn\u2019t\\nanything but little saplings to tie to. I passed the line around one of\\nthem right on the edge of the cut bank, but there was a stiff current,\\nand the raft come booming down so lively she tore it out by the roots\\nand away she went. I see the fog closing down, and it made me so sick\\nand scared I couldn\u2019t budge for most a half a minute it seemed to\\nme\u2014and then there warn\u2019t no raft in sight; you couldn\u2019t see twenty\\nyards. I jumped into the canoe and run back to the stern, and grabbed\\nthe paddle and set her back a stroke. But she didn\u2019t come. I was in\\nsuch a hurry I hadn\u2019t untied her. I got up and tried to untie her, but\\nI was so excited my hands shook so I couldn\u2019t hardly do anything with\\nthem."", ""chunk_order_number"": 534, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2025-06-01T16:37:25Z""}"
"3077733d-f007-5640-b01e-7b1231dae8aa","Chunk","{""chunk_order_number"": 535, ""name"": ""Chunk 535"", ""description"": ""Text segment from CHAPTER XV"", ""chapter"": ""CHAPTER XV."", ""chunk"": ""As soon as I got started I took out after the raft, hot and heavy,\\nright down the tow-head. That was all right as far as it went, but the\\ntow-head warn\u2019t sixty yards long, and the minute I flew by the foot of\\nit I shot out into the solid white fog, and hadn\u2019t no more idea which\\nway I was going than a dead man."", ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-06-28T18:46:59Z""}"
"1d9e2a28-557d-5b15-88da-58ed0f1f6d12","Object","{""name"": ""fog"", ""description"": ""solid white fog"", ""chapter"": ""CHAPTER XV."", ""chunk"": ""As soon as I got started I took out after the raft, hot and heavy,\\nright down the tow-head. That was all right as far as it went, but the\\ntow-head warn\u2019t sixty yards long, and the minute I flew by the foot of\\nit I shot out into the solid white fog, and hadn\u2019t no more idea which\\nway I was going than a dead man."", ""chunk_order_number"": 535, ""author"": ""Mark Twain"", ""book"": ""ADVENTURES OF HUCKLEBERRY FINN"", ""chunk_index"": 0, ""timestamp"": ""2024-06-28T18:46:59Z""}"
